cell,scoring,shift,crps
ett2_15min_ot--flowstate,normalized,12,0.09423772874312562
ett2_15min_ot--flowstate,normalized,13,0.0942397674779514
ett2_15min_ot--flowstate,normalized,14,0.09423963202566199
ett2_15min_ot--flowstate,normalized,15,0.09423733145838627
ett2_15min_ot--flowstate,normalized,16,0.0942390386720541
ett2_15min_ot--flowstate,normalized,17,0.09423945245689151
ett2_15min_ot--flowstate,normalized,18,0.09423833652263983
ett2_15min_ot--flowstate,normalized,19,0.09423746876694963
ett2_15min_ot--flowstate,normalized,20,0.09424073352526581
ett2_15min_ot--flowstate,normalized,21,0.094236885609487
ett2_15min_ot--flowstate,normalized,22,0.09423853222531035
ett2_15min_ot--flowstate,normalized,23,0.09423338667578404
ett2_15min_ot--flowstate,normalized,24,0.09420600879643336
ett2_15min_ot--flowstate,normalized,25,0.09424172611517244
ett2_15min_ot--flowstate,normalized,26,0.09424172419031111
ett2_15min_ot--flowstate,normalized,27,0.09424172419031111
ett2_15min_ot--flowstate,normalized,28,0.09424172419031111
ett2_15min_ot--flowstate,normalized,29,0.09424172419031111
ett2_15min_ot--flowstate,normalized,30,0.09424172419031111
ett2_15min_ot--flowstate,normalized,31,0.09424172419031111
ett2_15min_ot--flowstate,normalized,32,0.0942417021398713
ett2_15min_ot--flowstate,normalized,33,0.09423702218169412
ett2_15min_ot--flowstate,normalized,34,0.09423181225409973
ett2_15min_ot--flowstate,normalized,35,0.0942312233780466
ett2_15min_ot--flowstate,normalized,36,0.09423523018691539
ett2_15min_ot--flowstate,normalized,37,0.09423944065505006
ett2_15min_ot--flowstate,normalized,38,0.09424182922741343
ett2_15min_ot--flowstate,normalized,39,0.09424205358523483
ett2_15min_ot--flowstate,normalized,40,0.09424261462209078
ett2_15min_ot--flowstate,normalized,41,0.09424172419031111
ett2_15min_ot--flowstate,normalized,42,0.09424172419031111
ett2_15min_ot--flowstate,normalized,43,0.09424089180445663
ett2_15min_ot--flowstate,normalized,44,0.09423934161718732
ett2_15min_ot--flowstate,normalized,45,0.09423637818709599
ett2_15min_ot--flowstate,normalized,46,0.09423347139194505
ett2_15min_ot--flowstate,normalized,47,0.0941959338770913
ett2_15min_ot--flowstate,physical,0,0.5679651246507579
ett2_15min_ot--flowstate,physical,1,0.568369084390917
ett2_15min_ot--flowstate,physical,2,0.568781351641455
ett2_15min_ot--flowstate,physical,3,0.5690202683377654
ett2_15min_ot--flowstate,physical,4,0.5690877818555248
ett2_15min_ot--flowstate,physical,5,0.5692833021294731
ett2_15min_ot--flowstate,physical,6,0.569436603038329
ett2_15min_ot--flowstate,physical,7,0.5695329298341067
ett2_15min_ot--flowstate,physical,8,0.5696520736345632
ett2_15min_ot--flowstate,physical,9,0.5697128696611692
ett2_15min_ot--flowstate,physical,10,0.569749666353666
ett2_15min_ot--flowstate,physical,11,0.5697770716669557
ett2_15min_ot--flowstate,physical,12,0.5697856975845789
ett2_15min_ot--flowstate,physical,13,0.5698030516491043
ett2_15min_ot--flowstate,physical,14,0.5698013834093407
ett2_15min_ot--flowstate,physical,15,0.5697943972180587
ett2_15min_ot--flowstate,physical,16,0.5698131411898536
ett2_15min_ot--flowstate,physical,17,0.5698143670876801
ett2_15min_ot--flowstate,physical,18,0.5698009189897867
ett2_15min_ot--flowstate,physical,19,0.5697955763547964
ett2_15min_ot--flowstate,physical,20,0.5698272626298195
ett2_15min_ot--flowstate,physical,21,0.569799165006257
ett2_15min_ot--flowstate,physical,22,0.5698125216091161
ett2_15min_ot--flowstate,physical,23,0.5697885701966925
ett2_15min_ot--flowstate,physical,24,0.5696216211074576
ett2_15min_ot--flowstate,physical,25,0.5698344591963934
ett2_15min_ot--flowstate,physical,26,0.5698349555884512
ett2_15min_ot--flowstate,physical,27,0.5698349555884512
ett2_15min_ot--flowstate,physical,28,0.5698349555884512
ett2_15min_ot--flowstate,physical,29,0.5698349555884512
ett2_15min_ot--flowstate,physical,30,0.5698349555884512
ett2_15min_ot--flowstate,physical,31,0.5698349555884512
ett2_15min_ot--flowstate,physical,32,0.5698347456336834
ett2_15min_ot--flowstate,physical,33,0.5697885558243936
ett2_15min_ot--flowstate,physical,34,0.569732201244363
ett2_15min_ot--flowstate,physical,35,0.5697077152955715
ett2_15min_ot--flowstate,physical,36,0.5697371753300142
ett2_15min_ot--flowstate,physical,37,0.569790174719526
ett2_15min_ot--flowstate,physical,38,0.5698318936123988
ett2_15min_ot--flowstate,physical,39,0.5698301213334255
ett2_15min_ot--flowstate,physical,40,0.5698357797392062
ett2_15min_ot--flowstate,physical,41,0.5698349555884512
ett2_15min_ot--flowstate,physical,42,0.5698349555884512
ett2_15min_ot--flowstate,physical,43,0.5698278482630106
ett2_15min_ot--flowstate,physical,44,0.5698155209181354
ett2_15min_ot--flowstate,physical,45,0.5697902854461128
ett2_15min_ot--flowstate,physical,46,0.5697592822270928
ett2_15min_ot--flowstate,physical,47,0.5694903841552421
jena_weather_10min_temperature--chronos,normalized,0,0.0913148990968799
jena_weather_10min_temperature--chronos,normalized,1,0.09131753839299232
jena_weather_10min_temperature--chronos,normalized,2,0.09133164315782942
jena_weather_10min_temperature--chronos,normalized,3,0.09133904286579202
jena_weather_10min_temperature--chronos,normalized,4,0.09133139886153795
jena_weather_10min_temperature--chronos,normalized,5,0.09132339030454226
jena_weather_10min_temperature--chronos,normalized,6,0.09132797948995228
jena_weather_10min_temperature--chronos,normalized,7,0.09133768431623579
jena_weather_10min_temperature--chronos,normalized,8,0.0913752639421077
jena_weather_10min_temperature--chronos,normalized,9,0.09138517436671381
jena_weather_10min_temperature--chronos,normalized,10,0.09139284006663341
jena_weather_10min_temperature--chronos,normalized,11,0.09140225651231872
jena_weather_10min_temperature--chronos,normalized,12,0.09140034291249284
jena_weather_10min_temperature--chronos,normalized,13,0.09140718199267184
jena_weather_10min_temperature--chronos,normalized,14,0.09140938982247897
jena_weather_10min_temperature--chronos,normalized,15,0.09140277810638121
jena_weather_10min_temperature--chronos,normalized,16,0.09139819920858375
jena_weather_10min_temperature--chronos,normalized,17,0.09139266239029463
jena_weather_10min_temperature--chronos,normalized,18,0.0913923926028949
jena_weather_10min_temperature--chronos,normalized,19,0.0913920448733116
jena_weather_10min_temperature--chronos,normalized,20,0.09139031933057983
jena_weather_10min_temperature--chronos,normalized,21,0.0913908791191649
jena_weather_10min_temperature--chronos,normalized,22,0.09139268895848927
jena_weather_10min_temperature--chronos,normalized,23,0.09139284570803184
jena_weather_10min_temperature--chronos,normalized,24,0.09139269865234934
jena_weather_10min_temperature--chronos,normalized,25,0.09139243747314922
jena_weather_10min_temperature--chronos,normalized,26,0.09139353729160965
jena_weather_10min_temperature--chronos,normalized,27,0.09139349374955952
jena_weather_10min_temperature--chronos,normalized,28,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,29,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,30,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,31,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,32,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,33,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,34,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,35,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,36,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,37,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,38,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,39,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,40,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,41,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,42,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,43,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,44,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,45,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,46,0.09139256722353349
jena_weather_10min_temperature--chronos,normalized,47,0.09139256722353349
jena_weather_10min_temperature--chronos,physical,0,0.3261508434082616
jena_weather_10min_temperature--chronos,physical,1,0.3261537013821289
jena_weather_10min_temperature--chronos,physical,2,0.3262208987176529
jena_weather_10min_temperature--chronos,physical,3,0.3262535210679955
jena_weather_10min_temperature--chronos,physical,4,0.3262300011542966
jena_weather_10min_temperature--chronos,physical,5,0.3262060305530811
jena_weather_10min_temperature--chronos,physical,6,0.32622636362246615
jena_weather_10min_temperature--chronos,physical,7,0.32622859690221395
jena_weather_10min_temperature--chronos,physical,8,0.32636112960706115
jena_weather_10min_temperature--chronos,physical,9,0.32640234450474254
jena_weather_10min_temperature--chronos,physical,10,0.3264358596472008
jena_weather_10min_temperature--chronos,physical,11,0.3264651813831195
jena_weather_10min_temperature--chronos,physical,12,0.32645953749012435
jena_weather_10min_temperature--chronos,physical,13,0.32647436286593234
jena_weather_10min_temperature--chronos,physical,14,0.3264839071270513
jena_weather_10min_temperature--chronos,physical,15,0.32645615875376205
jena_weather_10min_temperature--chronos,physical,16,0.3264377063042426
jena_weather_10min_temperature--chronos,physical,17,0.3264095689667114
jena_weather_10min_temperature--chronos,physical,18,0.3263972604868951
jena_weather_10min_temperature--chronos,physical,19,0.32639109642541725
jena_weather_10min_temperature--chronos,physical,20,0.326378331448083
jena_weather_10min_temperature--chronos,physical,21,0.3263791176612888
jena_weather_10min_temperature--chronos,physical,22,0.32638734897293
jena_weather_10min_temperature--chronos,physical,23,0.3263856489608209
jena_weather_10min_temperature--chronos,physical,24,0.326389091600559
jena_weather_10min_temperature--chronos,physical,25,0.32638950091523966
jena_weather_10min_temperature--chronos,physical,26,0.32639260165512324
jena_weather_10min_temperature--chronos,physical,27,0.3263963630498482
jena_weather_10min_temperature--chronos,physical,28,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,29,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,30,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,31,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,32,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,33,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,34,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,35,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,36,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,37,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,38,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,39,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,40,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,41,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,42,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,43,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,44,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,45,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,46,0.32639402337722245
jena_weather_10min_temperature--chronos,physical,47,0.32639402337722245
jena_weather_10min_temperature--flowstate,normalized,0,0.08275045800812386
jena_weather_10min_temperature--flowstate,normalized,1,0.08279103221252312
jena_weather_10min_temperature--flowstate,normalized,2,0.082811764155463
jena_weather_10min_temperature--flowstate,normalized,3,0.08282557449314429
jena_weather_10min_temperature--flowstate,normalized,4,0.08287304686857068
jena_weather_10min_temperature--flowstate,normalized,5,0.08288563009493477
jena_weather_10min_temperature--flowstate,normalized,6,0.08289225683717075
jena_weather_10min_temperature--flowstate,normalized,7,0.08290774145996635
jena_weather_10min_temperature--flowstate,normalized,8,0.08291341616939794
jena_weather_10min_temperature--flowstate,normalized,9,0.0829175761072237
jena_weather_10min_temperature--flowstate,normalized,10,0.08292386219409056
jena_weather_10min_temperature--flowstate,normalized,11,0.08292234621283688
jena_weather_10min_temperature--flowstate,normalized,12,0.08291983652904315
jena_weather_10min_temperature--flowstate,normalized,13,0.08292117209114451
jena_weather_10min_temperature--flowstate,normalized,14,0.08291901262554392
jena_weather_10min_temperature--flowstate,normalized,15,0.08291807476733724
jena_weather_10min_temperature--flowstate,normalized,16,0.0829153311640753
jena_weather_10min_temperature--flowstate,normalized,17,0.08291649457325168
jena_weather_10min_temperature--flowstate,normalized,18,0.08291102937174372
jena_weather_10min_temperature--flowstate,normalized,19,0.08291314084248215
jena_weather_10min_temperature--flowstate,normalized,20,0.08290874856085778
jena_weather_10min_temperature--flowstate,normalized,21,0.08290911273474004
jena_weather_10min_temperature--flowstate,normalized,22,0.08290899677944207
jena_weather_10min_temperature--flowstate,normalized,23,0.0829105839940929
jena_weather_10min_temperature--flowstate,normalized,24,0.08291367321603817
jena_weather_10min_temperature--flowstate,normalized,25,0.08290946350516712
jena_weather_10min_temperature--flowstate,normalized,26,0.08291038440748072
jena_weather_10min_temperature--flowstate,normalized,27,0.08291248894487958
jena_weather_10min_temperature--flowstate,normalized,28,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,29,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,30,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,31,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,32,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,33,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,34,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,35,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,36,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,37,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,38,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,39,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,40,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,41,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,42,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,43,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,44,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,45,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,46,0.08292671207282087
jena_weather_10min_temperature--flowstate,normalized,47,0.08292524605603566
jena_weather_10min_temperature--flowstate,physical,0,0.2890014959385789
jena_weather_10min_temperature--flowstate,physical,1,0.289151482013825
jena_weather_10min_temperature--flowstate,physical,2,0.28922923481850604
jena_weather_10min_temperature--flowstate,physical,3,0.28927831419814387
jena_weather_10min_temperature--flowstate,physical,4,0.28945276846881746
jena_weather_10min_temperature--flowstate,physical,5,0.2895002767564086
jena_weather_10min_temperature--flowstate,physical,6,0.2895319599810759
jena_weather_10min_temperature--flowstate,physical,7,0.28959269771220797
jena_weather_10min_temperature--flowstate,physical,8,0.2896135061600624
jena_weather_10min_temperature--flowstate,physical,9,0.28962982206524224
jena_weather_10min_temperature--flowstate,physical,10,0.2896536207073219
jena_weather_10min_temperature--flowstate,physical,11,0.289649340340952
jena_weather_10min_temperature--flowstate,physical,12,0.289639610341692
jena_weather_10min_temperature--flowstate,physical,13,0.2896451936995629
jena_weather_10min_temperature--flowstate,physical,14,0.2896419782468119
jena_weather_10min_temperature--flowstate,physical,15,0.2896416428618094
jena_weather_10min_temperature--flowstate,physical,16,0.28963915588530526
jena_weather_10min_temperature--flowstate,physical,17,0.2896298334528554
jena_weather_10min_temperature--flowstate,physical,18,0.28961417829929675
jena_weather_10min_temperature--flowstate,physical,19,0.28961718408563486
jena_weather_10min_temperature--flowstate,physical,20,0.2895930172335834
jena_weather_10min_temperature--flowstate,physical,21,0.2895930682802451
jena_weather_10min_temperature--flowstate,physical,22,0.28958935250893086
jena_weather_10min_temperature--flowstate,physical,23,0.2895880217233065
jena_weather_10min_temperature--flowstate,physical,24,0.2895988388991505
jena_weather_10min_temperature--flowstate,physical,25,0.2895794627906155
jena_weather_10min_temperature--flowstate,physical,26,0.2895857686744299
jena_weather_10min_temperature--flowstate,physical,27,0.28959684666603347
jena_weather_10min_temperature--flowstate,physical,28,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,29,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,30,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,31,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,32,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,33,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,34,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,35,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,36,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,37,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,38,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,39,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,40,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,41,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,42,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,43,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,44,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,45,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,46,0.28966366139434746
jena_weather_10min_temperature--flowstate,physical,47,0.28965794642749754
loop_seattle_5min_speed--chronos,normalized,0,0.3866018070800541
loop_seattle_5min_speed--chronos,normalized,1,0.3867400378237785
loop_seattle_5min_speed--chronos,normalized,2,0.3869082165157007
loop_seattle_5min_speed--chronos,normalized,3,0.38704520690009336
loop_seattle_5min_speed--chronos,normalized,4,0.3871496652597154
loop_seattle_5min_speed--chronos,normalized,5,0.3872258152411567
loop_seattle_5min_speed--chronos,normalized,6,0.3872749303778639
loop_seattle_5min_speed--chronos,normalized,7,0.3872663781003629
loop_seattle_5min_speed--chronos,normalized,8,0.387295864715313
loop_seattle_5min_speed--chronos,normalized,9,0.38732172977439944
loop_seattle_5min_speed--chronos,normalized,10,0.3873377875108571
loop_seattle_5min_speed--chronos,normalized,11,0.3873298260042858
loop_seattle_5min_speed--chronos,normalized,12,0.3873302482802368
loop_seattle_5min_speed--chronos,normalized,13,0.38731485446923664
loop_seattle_5min_speed--chronos,normalized,14,0.38729914206927
loop_seattle_5min_speed--chronos,normalized,15,0.38729170137922225
loop_seattle_5min_speed--chronos,normalized,16,0.3872913059191672
loop_seattle_5min_speed--chronos,normalized,17,0.38727778119483053
loop_seattle_5min_speed--chronos,normalized,18,0.38725846960518373
loop_seattle_5min_speed--chronos,normalized,19,0.38725477046802986
loop_seattle_5min_speed--chronos,normalized,20,0.3872619968940426
loop_seattle_5min_speed--chronos,normalized,21,0.3872832888875153
loop_seattle_5min_speed--chronos,normalized,22,0.38729736666826975
loop_seattle_5min_speed--chronos,normalized,23,0.38729518811434427
loop_seattle_5min_speed--chronos,normalized,24,0.3873068462777116
loop_seattle_5min_speed--chronos,normalized,25,0.3873043658942975
loop_seattle_5min_speed--chronos,normalized,26,0.38730419320972975
loop_seattle_5min_speed--chronos,normalized,27,0.38733431061248097
loop_seattle_5min_speed--chronos,normalized,28,0.38732732362920014
loop_seattle_5min_speed--chronos,normalized,29,0.387333731935854
loop_seattle_5min_speed--chronos,normalized,30,0.38735018935884824
loop_seattle_5min_speed--chronos,normalized,31,0.38734854469494834
loop_seattle_5min_speed--chronos,normalized,32,0.3873572831200693
loop_seattle_5min_speed--chronos,normalized,33,0.3873531098104116
loop_seattle_5min_speed--chronos,normalized,34,0.38737700488486027
loop_seattle_5min_speed--chronos,normalized,35,0.38734424322737265
loop_seattle_5min_speed--chronos,normalized,36,0.3873769130470148
loop_seattle_5min_speed--chronos,normalized,37,0.3873568270187971
loop_seattle_5min_speed--chronos,normalized,38,0.38734328176984767
loop_seattle_5min_speed--chronos,normalized,39,0.3873301364034348
loop_seattle_5min_speed--chronos,normalized,40,0.38730544231466624
loop_seattle_5min_speed--chronos,normalized,41,0.3872929139713024
loop_seattle_5min_speed--chronos,normalized,42,0.38726572719718294
loop_seattle_5min_speed--chronos,normalized,43,0.38724586878330447
loop_seattle_5min_speed--chronos,normalized,44,0.3872124433916258
loop_seattle_5min_speed--chronos,normalized,45,0.38713489472107354
loop_seattle_5min_speed--chronos,normalized,46,0.3870780014656408
loop_seattle_5min_speed--chronos,normalized,47,0.3868865599976949
loop_seattle_5min_speed--chronos,physical,0,3.1352656234795826
loop_seattle_5min_speed--chronos,physical,1,3.1362994872639067
loop_seattle_5min_speed--chronos,physical,2,3.137536569288494
loop_seattle_5min_speed--chronos,physical,3,3.1386551178473687
loop_seattle_5min_speed--chronos,physical,4,3.139581341218449
loop_seattle_5min_speed--chronos,physical,5,3.1403845914909168
loop_seattle_5min_speed--chronos,physical,6,3.1409655632553948
loop_seattle_5min_speed--chronos,physical,7,3.1409864079625938
loop_seattle_5min_speed--chronos,physical,8,3.1413515740984774
loop_seattle_5min_speed--chronos,physical,9,3.1415798523217817
loop_seattle_5min_speed--chronos,physical,10,3.141728636238768
loop_seattle_5min_speed--chronos,physical,11,3.1416134490858236
loop_seattle_5min_speed--chronos,physical,12,3.141623872256034
loop_seattle_5min_speed--chronos,physical,13,3.141473012416044
loop_seattle_5min_speed--chronos,physical,14,3.141408332078802
loop_seattle_5min_speed--chronos,physical,15,3.141337716407412
loop_seattle_5min_speed--chronos,physical,16,3.141300538936357
loop_seattle_5min_speed--chronos,physical,17,3.141201931565366
loop_seattle_5min_speed--chronos,physical,18,3.141088667496384
loop_seattle_5min_speed--chronos,physical,19,3.141057048906277
loop_seattle_5min_speed--chronos,physical,20,3.1411046602070103
loop_seattle_5min_speed--chronos,physical,21,3.1412049333537397
loop_seattle_5min_speed--chronos,physical,22,3.141295136763674
loop_seattle_5min_speed--chronos,physical,23,3.141318467518504
loop_seattle_5min_speed--chronos,physical,24,3.1413954394583103
loop_seattle_5min_speed--chronos,physical,25,3.141370925827216
loop_seattle_5min_speed--chronos,physical,26,3.1413411399140703
loop_seattle_5min_speed--chronos,physical,27,3.141683422137712
loop_seattle_5min_speed--chronos,physical,28,3.1416677756274836
loop_seattle_5min_speed--chronos,physical,29,3.1416988601494986
loop_seattle_5min_speed--chronos,physical,30,3.1417959800977067
loop_seattle_5min_speed--chronos,physical,31,3.1419175578328744
loop_seattle_5min_speed--chronos,physical,32,3.1418281852829417
loop_seattle_5min_speed--chronos,physical,33,3.141739250161358
loop_seattle_5min_speed--chronos,physical,34,3.1418925047346353
loop_seattle_5min_speed--chronos,physical,35,3.1415816387079443
loop_seattle_5min_speed--chronos,physical,36,3.1418900165236594
loop_seattle_5min_speed--chronos,physical,37,3.1416582047079755
loop_seattle_5min_speed--chronos,physical,38,3.141556884920307
loop_seattle_5min_speed--chronos,physical,39,3.1414331426070703
loop_seattle_5min_speed--chronos,physical,40,3.1412979497073548
loop_seattle_5min_speed--chronos,physical,41,3.1412590269335743
loop_seattle_5min_speed--chronos,physical,42,3.141100761560083
loop_seattle_5min_speed--chronos,physical,43,3.141052556471783
loop_seattle_5min_speed--chronos,physical,44,3.140867676641326
loop_seattle_5min_speed--chronos,physical,45,3.1403365357376054
loop_seattle_5min_speed--chronos,physical,46,3.1396012335684964
loop_seattle_5min_speed--chronos,physical,47,3.1378987265073537
loop_seattle_5min_speed--flowstate,normalized,0,0.3631758804296366
loop_seattle_5min_speed--flowstate,normalized,1,0.36320847532900713
loop_seattle_5min_speed--flowstate,normalized,2,0.3632498953590586
loop_seattle_5min_speed--flowstate,normalized,3,0.36328353322990303
loop_seattle_5min_speed--flowstate,normalized,4,0.3633153702980469
loop_seattle_5min_speed--flowstate,normalized,5,0.36330013513700404
loop_seattle_5min_speed--flowstate,normalized,6,0.3633026690250151
loop_seattle_5min_speed--flowstate,normalized,7,0.36330254760568764
loop_seattle_5min_speed--flowstate,normalized,8,0.36329138372848413
loop_seattle_5min_speed--flowstate,normalized,9,0.3632889658124407
loop_seattle_5min_speed--flowstate,normalized,10,0.36329209225466635
loop_seattle_5min_speed--flowstate,normalized,11,0.3632831569269862
loop_seattle_5min_speed--flowstate,normalized,12,0.36327245745953124
loop_seattle_5min_speed--flowstate,normalized,13,0.3632685686365053
loop_seattle_5min_speed--flowstate,normalized,14,0.3632730162178716
loop_seattle_5min_speed--flowstate,normalized,15,0.3632750117201637
loop_seattle_5min_speed--flowstate,normalized,16,0.3632750117201637
loop_seattle_5min_speed--flowstate,normalized,17,0.3632750117201637
loop_seattle_5min_speed--flowstate,normalized,18,0.3632750117201637
loop_seattle_5min_speed--flowstate,normalized,19,0.36327305627857126
loop_seattle_5min_speed--flowstate,normalized,20,0.3632697549053213
loop_seattle_5min_speed--flowstate,normalized,21,0.3632666420476553
loop_seattle_5min_speed--flowstate,normalized,22,0.3632696993450152
loop_seattle_5min_speed--flowstate,normalized,23,0.36327131800417395
loop_seattle_5min_speed--flowstate,normalized,24,0.3632635470376944
loop_seattle_5min_speed--flowstate,normalized,25,0.3632561359539004
loop_seattle_5min_speed--flowstate,normalized,26,0.36326277423654113
loop_seattle_5min_speed--flowstate,normalized,27,0.36326374970670594
loop_seattle_5min_speed--flowstate,normalized,28,0.3632618876770164
loop_seattle_5min_speed--flowstate,normalized,29,0.36326543114866056
loop_seattle_5min_speed--flowstate,normalized,30,0.3632777991978105
loop_seattle_5min_speed--flowstate,normalized,31,0.3632854667922816
loop_seattle_5min_speed--flowstate,normalized,32,0.36327729911950246
loop_seattle_5min_speed--flowstate,normalized,33,0.3632795851699695
loop_seattle_5min_speed--flowstate,normalized,34,0.36328510593170416
loop_seattle_5min_speed--flowstate,normalized,35,0.36331252198431163
loop_seattle_5min_speed--flowstate,normalized,36,0.3632874048955213
loop_seattle_5min_speed--flowstate,normalized,37,0.36328674673043637
loop_seattle_5min_speed--flowstate,normalized,38,0.3632757451757571
loop_seattle_5min_speed--flowstate,normalized,39,0.3632758120809951
loop_seattle_5min_speed--flowstate,normalized,40,0.36326864840849027
loop_seattle_5min_speed--flowstate,normalized,41,0.36326420298829515
loop_seattle_5min_speed--flowstate,normalized,42,0.3632680460543677
loop_seattle_5min_speed--flowstate,normalized,43,0.36329324887042835
loop_seattle_5min_speed--flowstate,normalized,44,0.3632854252161216
loop_seattle_5min_speed--flowstate,normalized,45,0.36328623546018
loop_seattle_5min_speed--flowstate,normalized,46,0.36327400240705227
loop_seattle_5min_speed--flowstate,normalized,47,0.363252778495572
loop_seattle_5min_speed--flowstate,physical,0,2.9528564117794276
loop_seattle_5min_speed--flowstate,physical,1,2.9530809409330216
loop_seattle_5min_speed--flowstate,physical,2,2.9534062636849283
loop_seattle_5min_speed--flowstate,physical,3,2.953696734355996
loop_seattle_5min_speed--flowstate,physical,4,2.9540031135623104
loop_seattle_5min_speed--flowstate,physical,5,2.9537736277439457
loop_seattle_5min_speed--flowstate,physical,6,2.953776211045279
loop_seattle_5min_speed--flowstate,physical,7,2.953725111094558
loop_seattle_5min_speed--flowstate,physical,8,2.953624458919969
loop_seattle_5min_speed--flowstate,physical,9,2.9536148070365185
loop_seattle_5min_speed--flowstate,physical,10,2.9536350605373296
loop_seattle_5min_speed--flowstate,physical,11,2.953591944212733
loop_seattle_5min_speed--flowstate,physical,12,2.9535572530001803
loop_seattle_5min_speed--flowstate,physical,13,2.953576051505167
loop_seattle_5min_speed--flowstate,physical,14,2.9534399882766538
loop_seattle_5min_speed--flowstate,physical,15,2.9534356690516677
loop_seattle_5min_speed--flowstate,physical,16,2.9534356690516677
loop_seattle_5min_speed--flowstate,physical,17,2.9534356690516677
loop_seattle_5min_speed--flowstate,physical,18,2.9534356690516677
loop_seattle_5min_speed--flowstate,physical,19,2.9534291046169594
loop_seattle_5min_speed--flowstate,physical,20,2.953413400449021
loop_seattle_5min_speed--flowstate,physical,21,2.953392227626578
loop_seattle_5min_speed--flowstate,physical,22,2.9534730671086766
loop_seattle_5min_speed--flowstate,physical,23,2.9534983105362764
loop_seattle_5min_speed--flowstate,physical,24,2.9535200036393734
