cell,group,metric,geometry,time,gain_percent
ett2_15min_ot--chronos,all,original_crps,0.09963989457955408,0.10039133948748523,0.7485156705423046
ett2_15min_ot--flowstate,all,original_crps,0.09504748994048728,0.09531807714204513,0.28387815792234594
jena_weather_10min_temperature--chronos,all,original_crps,0.10644615745318778,0.1065521193524262,0.09944607379225312
jena_weather_10min_temperature--flowstate,all,original_crps,0.09726227662703243,0.09745608055292139,0.19886283625342172
loop_seattle_5min_speed--chronos,all,original_crps,0.3920307405367749,0.3927637469576358,0.18662782055084426
loop_seattle_5min_speed--flowstate,all,original_crps,0.3685138494608109,0.3685962136996692,0.02234538386371998
solar_10min_power--chronos,all,original_crps,0.13004730366912126,0.13022752988914976,0.13839333371515883
solar_10min_power--flowstate,all,original_crps,0.1262462641255035,0.126326788819121,0.06374316514353717
electricity_15min_load--chronos,all,original_is90,4015.1635863906504,3934.1369581206704,-2.059578228529335
electricity_15min_load--flowstate,all,original_is90,4443.597527496552,4453.743630148235,0.22781065760053565
ett1_15min_ot--chronos,all,original_is90,1.5641004897593487,1.5747298444677988,0.6749954441895079
ett1_15min_ot--flowstate,all,original_is90,1.6015303413556006,1.6097902529231924,0.5131048316756037
ett2_15min_ot--chronos,all,original_is90,0.9513137507678036,0.9898341973948401,3.8916059607173703
ett2_15min_ot--flowstate,all,original_is90,0.8467579762244342,0.86530192314954,2.1430608703155607
jena_weather_10min_temperature--chronos,all,original_is90,0.9992356658035861,1.0138565398448287,1.4421048212087562
jena_weather_10min_temperature--flowstate,all,original_is90,0.8413994073734137,0.8484861763127868,0.8352250322061328
loop_seattle_5min_speed--chronos,all,original_is90,3.9226112320706243,3.956141845773416,0.8475584296507077
loop_seattle_5min_speed--flowstate,all,original_is90,3.366645499055423,3.3627654790106214,-0.11538182097501348
solar_10min_power--chronos,all,original_is90,1.3294188108542675,1.3340781199116678,0.3492530900445878
solar_10min_power--flowstate,all,original_is90,1.222930748687639,1.2312103039725644,0.6724728714672779
electricity_15min_load--chronos,low,bounded_crps,0.11566297970056394,0.11574629816859394,0.07198369999587007
electricity_15min_load--flowstate,low,bounded_crps,0.12929602015667616,0.1292539273273722,-0.032565996387368124
ett1_15min_ot--chronos,low,bounded_crps,0.16092923392050645,0.16097822943895235,0.0304361146328036
ett1_15min_ot--flowstate,low,bounded_crps,0.15532521394165222,0.15531769263497008,-0.004842530528570421
ett2_15min_ot--chronos,low,bounded_crps,0.1325441541369543,0.1324771342021323,-0.05058981327279444
ett2_15min_ot--flowstate,low,bounded_crps,0.10575793065288444,0.10572233624536986,-0.033667821558514
jena_weather_10min_temperature--chronos,low,bounded_crps,0.08961136877664438,0.08946499715986811,-0.1636076917486795
jena_weather_10min_temperature--flowstate,low,bounded_crps,0.0755030527116733,0.0755019373807556,-0.0014772215871428074
loop_seattle_5min_speed--chronos,low,bounded_crps,0.36930244751076996,0.3693619721626615,0.016115533373128876
loop_seattle_5min_speed--flowstate,low,bounded_crps,0.3163712601810964,0.31636981812591086,-0.000455813134792038
solar_10min_power--chronos,low,bounded_crps,0.07727043547335054,0.07734345495850255,0.09440939144906846
solar_10min_power--flowstate,low,bounded_crps,0.02524960469053804,0.02524959448306457,-4.0426286740391504e-05
electricity_15min_load--chronos,low,physical_crps,22.701335916157788,22.720418570672567,0.08398900951328558
electricity_15min_load--flowstate,low,physical_crps,25.00491078510872,24.993231930271783,-0.046728069701118535
ett1_15min_ot--chronos,low,physical_crps,0.3654266050915759,0.3654767635221054,0.013724109310297994
ett1_15min_ot--flowstate,low,physical_crps,0.34673172079931475,0.34677178402923503,0.011553197741398513
ett2_15min_ot--chronos,low,physical_crps,0.6778552808988789,0.6776307133268857,-0.03314011121051674
ett2_15min_ot--flowstate,low,physical_crps,0.5578830813755266,0.557647395754881,-0.042264273524761364
